text,emotion
tưởng tượng mà dưới sông có cá sấu nữa chắc hết dám đi,NEGATIVE
quả cr7 mà kill đéo gì nhỉ,NEGATIVE
nhấp mẹ miếng da chính giữa 2 lỗ rồi lấy muỗng múc là xong,NEUTRAL
dể thương quá ah,POSITIVE
em ấy đang ở đâu ạ,NEUTRAL
ngạc nhiên đấy,POSITIVE
chất quá .. haha,POSITIVE
và sau đó mẹ mày đánh thức mày dậy 😌,NEUTRAL
đau lòng lắm khi tối nay chồng tương lai của tao lại cống hiến sức lực để chăm sóc vợ thằng khác ..,NEGATIVE
nhìn là biết đỏ chót rồi,NEUTRAL
"nghe được đó , ảnh hưởng tới môi trường là phải cấm",NEUTRAL
tao lại lấy mỡ đè chết mày bây giờ,NEGATIVE
chắc kiếp trước gieo nghiệp kiếp này phải gánh thôi,NEGATIVE
t cũn gặp 1 ca như vậy mà chúng nó còn chơi chét bánh kem cơ . bước vào nhìn cái phòng mà muốn quăng chổi vào mặt tụi nó,NEGATIVE
đó là những câu chuyện buồn mà :((,NEGATIVE
đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),NEUTRAL
tuổi thơ với nó đấy,NEUTRAL
ăn cút mẹ mày ra chỗ khác ăn nhé .,NEGATIVE
sao mình không thấy mình vậy ta ??,NEUTRAL
những điều đơn giản nhưng thật hạnh phúc 😘,POSITIVE
per trông em bé yêu vãi :)),POSITIVE
chưa bao giờ bắn trúng 😬,NEGATIVE
t thề với mày là tối thấy cái này chắc đái con mẹ nó ra quần,NEGATIVE
may quá tao đang nhà đắp chăn xem cảnh này chứ đông vậy đi chắc chớt,NEUTRAL
"ôi mệt quá , một ngày buồn tẻ",NEGATIVE
"băng băng cái lol , chưa đóng vào mặt nhau là may rồi",NEGATIVE
từ đầu năm giờ chắc chụp 10 lần rồi huhu sợ quá 😭😭😭,NEGATIVE
thằng quay đáng bị đạp cho lăn con cụ ra mới biết sợ =)) cứ tưởng thế là vui 🙂 súc vật,NEGATIVE
hành động đẹp,POSITIVE
khi bạn bỗng nhiên nhận ra rằng có những bài hát phù hợp với từng khoảnh khắc riêng bên người đó :),POSITIVE
chỉ là không có ai để nhắn thì mới nhắn cho mình . công nhận nguy hiểm,NEGATIVE
:v buồn cười ghê .,POSITIVE
per đấy móng tay dài nhất thế giới đấy,POSITIVE
"tao cũng nghĩ là vậy , chứ ở đó mà mừng rồi nuôi đẻ . bố mày không thích ăn sừng , phắng 🤣",NEGATIVE
cần lắm những nhà tuyển dụng như vầy :)))),POSITIVE
per hồi nhỏ chuyên gia đi ngang nhà hàng xóm là bị nguyên bầy ngỗng nó dí nó rượt chạy khóc la um xùm .. giờ còn ám ảnh 😭,NEGATIVE
chỉ mong thương nhau đến đầu bạc răng long . vậy là đủ 👌,POSITIVE
mày uống trà sữa thôi . đéo ăn gì nữa =)),NEUTRAL
cảm giác thanh thản vãi,POSITIVE
"hôm trước tao đi chơi về đường vắng nên chạy nhanh , vừa qua cua anh cảnh sát chạy ra chặn làm tao sợ chetme vì giấy tờ không có bằng lái thì chưa thi lại còn thiếu abcxyz",NEGATIVE
trời có bạn nhận ra mình luôn à @@,POSITIVE
mày khá là may mắn khi không học tiếng huế đấy =)),POSITIVE
"đỗ ở đường cấm đỗ và đỗ gần ngã ba là sai hoàn toàn rồi vẫn có người vào bênh . em là chủ thớt thì em cứ để họ đỗ thoải mái rồi gọi phường tới làm việc thôi , cần gì phải nói nhiều",NEGATIVE
thiết kế đẹp quá,POSITIVE
cuộc tình ngang trái của nhà tớ đây ??,NEUTRAL
tiên sư bố nhà mày . tao chịu hết nổi rồi nhé 🤤,NEGATIVE
má nó thú dị thôi rồi 😂😂😂,POSITIVE
nhanh bất ngờ đấy,POSITIVE
chắc chưa :))) si nghĩ kĩ lại đi,NEUTRAL
thanh xuân rồi cũng sẽ qua có những người trong ta mãi chẳng thể xoá nhoà !,NEGATIVE
thế không đạt được gì à,POSITIVE
không khoe thì không sao . khoe ra mai lại còn cái gốc ... haha 😁,POSITIVE
đội cái mũ vào chết đéo ai . không có mũ xong đập đầu xuống đất chết không chết cho lại sống cuộc đời nửa ngáo,NEGATIVE
em per gì gì đang hot đi làm lại ngực mà đi đoạn đường này thì ngải cứu :)),NEUTRAL
điện cho đứa bạn . đem mũ ra . coi ai hơn ai . kakaa .,POSITIVE
cây tre có tận trăm đốt luôn hả ???,POSITIVE
một cách bán hàng nta gọi là đẳng cấp,POSITIVE
thích nấu lúc nào cũng được,NEUTRAL
"per sợ chưa , ông bác hơi bị cứng nhé :))))",POSITIVE
thương thương con =)) yêu ghê cơ ý cái mẹt hờn dỗi,POSITIVE
nói tóm lại mau axít đậm đặc bỏ vào thùng nhựa để kế bên cho nó thấy chắc là ổn nhớ đừng làm chuyện dại nhá,NEGATIVE
thằng khốn nạn,NEGATIVE
cưng hết phần thiên hạ,POSITIVE
mua thuốc ngoài thú y sức vào vài ngày nó không bám nữa,NEUTRAL
ui mấy ông tướng men nì từ bé luôn nhỉ . đáng yêuc chết được 🥰🥰🥰,POSITIVE
thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂,NEGATIVE
cưng xỉu ~~??,POSITIVE
đm ngồi chờ đã rồi các tổng đài viên đều bận 😭😭😭,NEGATIVE
ở free được lun hả 😮,POSITIVE
cho mình xin bài nhạc tên là gì với ạ,NEUTRAL
"má gần nhà có nuôi 1 cặp ngày nào đi ngang nó nhìn thấy nó quay đầu bỏ chạy , con gì mà dữ thấy mẹ hà",NEGATIVE
"cái này dùng con kiến to to mới có vị chua , còn cái loại kiến này làm màu không tác dụng gì",NEUTRAL
per sau hôm sinh nhật là có cái này . ngon vãi,POSITIVE
"ra chỗ sóng không táp vào mà ghi , xem mà ức chế vãi :))",NEGATIVE
ngôn ngữ gì ngộ nghĩnh vậy,POSITIVE
"lâu lắm đéo được gặp nhện trong wc , quên mất cảm giác nhịn ỉa như nào rồi 😂",NEGATIVE
xạo xạo ... thằng cải suốt ngày bị nó dụ,NEGATIVE
"đúng rồi đấy , như thế là đang mắc chứng ảo tưởng sức mạnh",NEGATIVE
còn tao vẫn nhớ ngày nhỏ cứ nghỉ học chủ nhật đi quét lá tre về nấu cơm,POSITIVE
"rẻ nhỉ , sao có thể giảm tới mức đó vậy ta",POSITIVE
đù mé nó ... bơi nhiều quá não rớt mẹ xuống hồ rồi hay gì mấy thằng chó,NEGATIVE
nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣,NEUTRAL
"per thấy chế thủ sẵn hộp mặt nạ rồi thì phải . tim em mong manh lắm , đừng để em hoạng sợ nhá chị ??",NEGATIVE
bể mẹ cái kính cường lực mới dán :#,NEGATIVE
ny tao đbh dỗi . chọc kiểu gì cũng không dỗi . đáng yêu vãi 😂,POSITIVE
sống 17 năm chưa crush ai bao giờ,NEGATIVE
:) cảm giác đó đau lắm các mày ạ,NEGATIVE
cái nệm này độ đàn hồi đỉnh ghê,POSITIVE
có tiền chưa chắc đã ngọt nhưng nếu không có tiền chắc chắn là đắng .,NEGATIVE
per thật sự là có cách nào dắt bé đi theo được không ? 😭,NEUTRAL
dễ thương quá !!!,POSITIVE
"haha con hãm bán nước hoa fake mà kêu real , bị tao vạch mặt rồi block tao",NEUTRAL
ừ thì là chuyện cổ tích . cháu đang đi đường thẳng gặp mấy chú thì phải rẽ ngang . 😢😢,NEGATIVE
cho bỏ cái ngu đậu xe ẩu tả .,NEGATIVE
tuyệt vời quá cần nhiều tấm lòng tốt hơn nua thật là ý nghĩa,POSITIVE
ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂,NEUTRAL
cô giáo là người nhà của mấy đứa đầu gấu à =))))),POSITIVE
đây là hình ảnh của boss trước khi có vợ và sau khi có vợ là một tr một vực,NEUTRAL
sợ vãi linh hồn 😞,NEGATIVE
con mèo cục xúc nhất năm :3,NEGATIVE
các bạn nữ đập đầu vào tường chết hết rồi,NEGATIVE
ngáo ... là có thật luôn này,POSITIVE
cho tao hỏi lúa nó dính mưa vầy ròi thì làm được gì không .,NEUTRAL
thề lun anh ấy rất kĩ thuật lun á,POSITIVE
nghe cũng đúng đúng :)),POSITIVE
"thiệt tình chỉ thấy gớm thôi , chớ chẳng hay ho gì .",NEGATIVE
lại cho lên chơi với các cụ 😌😌😌,NEUTRAL
tao đéo ghê con rắn tao ghê mấy cái trồi lên kìa :))),NEGATIVE
biết nấu cơm bếp củi từ lớp 2_3 gì đó,POSITIVE
cầu mưa ... mà sao không mưa nhỉ,NEUTRAL
thay đổi chóng mặt,NEUTRAL
"đúng rồi , vàng là phải vàng mới có giá trị , vàng trắng làm gì có giá trị 😥",NEGATIVE
yên tâm đi ông trời không bất công với ai đâu,NEUTRAL
tẩy được bao nhiêu mà hô hào gớm thế,NEUTRAL
béo tí đáng yêu mà =)),POSITIVE
"hahaa , đợi em ngủ chút tí ròii buôn :))",POSITIVE
thôi xong tao rồi :((,NEGATIVE
"gặp tao , tao ré cái hoảng mất :(( đáng sợ qué",NEGATIVE
mày giận lại tao hả tốt quá bố mày được đi chơi game rồi . tối về dỗ nó sau . chờ mãi câu giận của mày :)),POSITIVE
dme thần đèn ăn theo tổng đài vtc à,NEGATIVE
chân ngắn sao đi đây ta ?,NEUTRAL
"lúc đầu tưởng con ma , nó đi tẩy trang xong hiện nguyên hình đếu phải ma mà là con quỷ cái",NEGATIVE
"anh nhỏ nhẹ xin 100k rồi trước khi đi còn chào người đẹp , đi cẩn thận """,NEUTRAL
bếp dầu chứ có gì mà không biết,NEUTRAL
dume sự nghiệp vứt đi đâu,NEUTRAL
nhưng đảm bảo coi cái nào là cười sặc cái đó :)) vì nó diễn tệ đến nỗi nó hay,POSITIVE
cười lộn ruột,POSITIVE
"quàooo hay vậy sao , chà chà =))))",POSITIVE
:))) đồng nghiệp đáng yêu,POSITIVE
hãy cảm ơn vì chúa đã ban em cho chị 😂😂,POSITIVE
đừng có thấy 6 múi mà ham nha nha 😂😂,POSITIVE
vn nó là vậy,NEUTRAL
"ba cái đồ yêu , 1 ngày 2 lần nấu đây , ngon bá cháy bọ chét nhé , thơm mùi khói nữa …",POSITIVE
kiếp trước sống lỗi quá nên kiếp này nghiệp quật :((,NEGATIVE
cười ỉa :)),POSITIVE
per mày có bao giờ đi à :> tao cũng đéo,NEUTRAL
vậy nên cứ lờ đi mà sống tiếp,NEUTRAL
ở đâu cũng có người tốt nè anh kkkk,POSITIVE
đừng tưởng nó nói yêu mày là yêu mày thật :))),NEUTRAL
của thằng kia mà,NEUTRAL
đáng yêu =)),POSITIVE
duyên quá nói chuyện hay,POSITIVE
chỉ mong ở cái độ tuổi ấy chúng ta còn được như vậy,POSITIVE
vì ai cũng có mối quan tâm riêng,NEUTRAL
lúc buồn là đi phựt thì thôi rồi như kiểu cuộc đời đáng sống ý,NEUTRAL
đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?,NEUTRAL
duới miền tây là kiến vàng sao ngoài ấy lại dùng kiến đen nhỉ ?,POSITIVE
tao thề . nhìn bạn ấy xong tao muốn rụng mấy quả trứng luôn 😓,NEGATIVE
đã thử và rất thích thú 😆.,POSITIVE
"ủa tại sao không nghỉ việc luôn đi , hay lương tâm không còn chữ đức nữa",NEGATIVE
- mấy bạn đừng có đổ mình nữa nha 😞😞. mình ngại lắm 😞🤣,POSITIVE
cùng câu hỏi .. vụ thang máy thì sao nhỉ,NEUTRAL
chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??,NEUTRAL
"1 cái mồm phải nhét vào não 40 đứa gần như thiểu năng cũng đủ chết rồi . nếu tôi là cô ấy , tôi tát cho không trượt phát nào",NEGATIVE
ấm áp ghê =)),POSITIVE
chưa cho ba mẹ được gì . vậy có quyền gì mà đòi phàn nàn về những thứ ba mẹ đã rành rụng bao nhiêu năm để lại cho mình,NEGATIVE
cả 2 loại người này đều đáng sợ !,NEGATIVE
per thay vì đọc chuyện ma thì mày có thể coi hết video này :)),NEUTRAL
lông chân mọc nhanh thế :)),POSITIVE
nhìn cách dạy chó là biết cách dạy con,NEGATIVE
mà ô chủ xe cũng ngu vãi . mất công đậu thì đậu hẳn ra giữa đường day . để cho nó đỡ mất công về lại phải mất công đi đại tu,NEGATIVE
page bị hack rồi . video hay nhất mình từg xem,POSITIVE
tao học nhân sự đây còn đang lo thất nghiệp đây này,NEGATIVE
crush ở nhà chơi gane rồi haha,POSITIVE
tầm tuổi này . họ không còn những áp lực cuộc sống nữa . mà chỉ còn thứ tình cảm gắn bó với họ từ những ngày khó khăn nhất . ngưỡng mộ và ước được chút phúc đức của ông bà,POSITIVE
sáng nay tao mới thấy 2 con này đi cùng,NEUTRAL
dume mệt mỏi thật sự,NEGATIVE
chắc anh phải đáng yêu lắm luôn ý nhể 🤗🤗,POSITIVE
"đúng rồi , ngưng ảo tưởng",NEGATIVE
chụp không biết bao nhiêu lần rồi,NEUTRAL
"giận lại làm gì , cứ để cho anh yêu thời gian thoải mái . khi nào thấy ổn sẽ tự động xuất hiện còn không xuất hiện nữa thì tự hiểu = ))",NEUTRAL
tao bực mày lắm rồi đấy,NEGATIVE
"chỉ có bọn nông dân mới nghĩ ra mấy trò này , phải con cháu nhà tao thì tao đến từng nhà 1 bắt từng thằng ăn cứt",NEGATIVE
à thì ra là vậy,POSITIVE
hú hồn cái lồn còn nguyên :),NEGATIVE
"lái tàu quá kém không dừng khẩn cấp . để va chạm thế mà vẫn cố tình chạy , khổ thân chiếc xe ôtô",NEGATIVE
khi nào mình già rồi cũng như v nha per kkkkkkkkkk,POSITIVE
per nó chỉ muốn biết bạn có nhu cầu làm áo lớp hay không thôi,NEUTRAL
tí nữa vợ nó vắt chân lên cổ bò thì hú hồn,NEGATIVE
thấy hơi sợ sợ rồi đấy :(,NEGATIVE
ăn chọp chẹp cái dume chú à . ghét nhất kiểu ăn vô duyên mất lịch sự này . ăn cà chọp cà chẹp miệng đéo kín được ấy . nghe ứa tai vãi,NEGATIVE
động lực cho tôi tiếp tục .,NEUTRAL
per =)))) đáng sợ vãi,NEGATIVE
"làm video thì ăn bớt chắp chắp như heo lại , đang coi nghe ăn phát mất con mẹ nó hứng , vô duyên",NEGATIVE
"phim hay dã man diễn viên chính đẹp trai , xem đi xem lại không chán",POSITIVE
mập mà xinh nó sẽ khác mập và xấu - _ -,NEGATIVE
"làm pv quán karaoke đi rồi khổ hơn nữa , toilet danh cho nam chỉ đứng tè , vậy mà nỡ lòng nào mấy anh ngồi ỉa 😢 thiệt chứ gặp cái mún khóc lun …",NEGATIVE
tự nhiên mình xem và mỉm cười theo .,POSITIVE
chưa chi đã để thua từ hình ảnh này . thua,NEGATIVE
em ấy còn cười được chứng tỏ em rất mạnh mẽ,POSITIVE
đáng yêu mà sợ gì,POSITIVE
tao nhìn sợ vãi,NEGATIVE
"ở mình bà đéo ông đéo nào cũng muốn dậy đưa giỏi , đứa ngu hay nghịch tý là ông bà ý làm ầm lên .",NEGATIVE
ko sợ gì chỉ sợ con ml ý 😞,NEGATIVE
clm đêm rồi tha cho tao 🙂 tao đéo muốn chạy xuống dưới nhà hoặc là nhịn đến sáng mai đâu 🙂 con gì thì con kệ mẹ 🙂 đừng nhắc đến nhện 🙂,NEGATIVE
"anh giờ thích ai rồi , không còn giữ câu nói trước kia nữa đâu nhỉ . ừ gần 1 năm rồi cơ mà :((",NEGATIVE
per hồi lớp 1 tao quên nhãn vở mỹ thuật sợ đánh quá ngồi khóc tè le,NEUTRAL
hy vọng mọi điều tốt đẹp sẽ tới,POSITIVE
đôi mắt to quá,POSITIVE
công tình yêu làm ăn kiểu lồn gì vậy .,NEGATIVE
per anh tập gym cho to để như thế nào ư : ))),POSITIVE
thêm cả trò mắt mèo khốn nạn nữa,NEGATIVE
"chưa muốn lấy , cơ hội vẫn chia đều cho tất cả các anh : ))",POSITIVE
t mà bị như này thì chắc tao chết luôn c ạ 😂😂 per,NEGATIVE
nó lại làm tao nhớ tới cái mấy con chó ăn hạt dưa ở quán cf đụ đỉ mẹ ăn thì có cái bịch bên cạnh đó cắn bỏ vào bịch thì chết à d . mày cắn xong cứ phun phun xuống đất đã vậy mỗi lần phun là mỗi chỗ khác nhau làm dọn bắt lòi dái nhìn nó phun chỉ muốn đấm cho nó một cái,NEGATIVE
ơ tao cũng học ông này hướng dẫn hay sao ấy :))))),POSITIVE
"thằng nào nói câu : thế thì đừng làm nghề này . v nếu không có người làm nghề này thì ks sẽ mở cửa cho chúng mày vô àk , người có ăn học có ý thức sẽ không nói ra câu đó .",NEGATIVE
thực ra chủ nó cũng bẩn vãi :) vầy quá kinh dị rồi :),NEGATIVE
"per tải thử cái này cho cún đi chị , hay phết này",POSITIVE
em mình là con trai viết đẹp y chang thế này nhé,POSITIVE
tươi ngon sạch sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò,NEGATIVE
